patient_question,cleaned_text,keywords,distance_to_centroid
"From the U.S.: I have a daughter who does competitive Irish dance. From 8-12 she competed regularly and won consistently (13 now). When she hit the highest level within the sport, she started to not do as well. This sapped her confidence and in turn, her desire to compete. She has a natural talent that has gotten her to the place where she is. Now, she has to put in the work to compete against the girls at her level. If she did put in the work, she would dominate. But she doesn鈥檛 want to do that and I鈥檓 not sure if it鈥檚 because she鈥檚 lazy or is afraid of putting in the work and still losing. In reality, she still does well, but just not placing within the top 3 like she used to.",daughter doe competitive irish dance competed regularly consistently hit highest level within sport started well sapped confidence turn desire compete natural talent gotten place put work compete girl level put work would dominate want sure lazy afraid putting work still losing reality still doe well placing within top like used,"['dance competed', 'compete girl', 'level sport', 'desire compete', 'natural talent']",0.4526989
"Hi, I am 19 years old. One of my biggest problems is that i have a very difficult time being open and showing my emotions to anyone. I think it鈥檚 odd considering that I am a female, and women are supposed to be really emotional people. I鈥檓 more like a man in the sense of hiding any emotion whether it is happy, sad, angry, or excited.",year old one biggest problem difficult time open showing emotion anyone think odd considering female woman supposed really emotional people like man sense hiding emotion whether happy sad angry excited,"['hiding emotion', 'showing emotion', 'emotion happy', 'emotion', 'emotional people']",0.55643165
"I am a 17-year-old girl, just turned 17 last month. My school is kindergarten through high school and I am a junior but, in the class, below me there is a 10-year-old boy that I find very attractive. I don鈥檛 think I feel sexually attracted to him, but I am worried I may eventually feel that way. I have a history of being touched by older men when I was a child, but I don鈥檛 think that could have anything to do with this. I have had a few crushes on boys a few years younger than me in the past and I鈥檝e just always liked boys that are cute and younger looking but the age gap is bigger than ever before, and I am genuinely concerned it may get worse. please give me some sort of guidance. (From the USA)",year old girl turned last month school kindergarten high school junior class year old boy find attractive think feel sexually attracted worried may eventually feel way history touched older men child think could anything crush boy year younger past always liked boy cute younger looking age gap bigger ever genuinely concerned may get worse please give sort guidance,"['younger looking', 'looking age', 'boy attractive', 'younger', 'attracted worried']",0.4972958
"Okay, to give a little backstory when I was 10 until 12 years old I had a friend who was three years older than me of the same gender and when I was at their house they would kiss me and touch me in ways I really did not like, she would also get me to take off my clothes. She would also bully me and exclude me in class. She would also tell me that I was a lesbian and another boy would also tell me this as well. It really hasn鈥檛 had much of an effect of me (I haven鈥檛 talked to any adult about it) but I have come to the conclusion now that I鈥檓 gay, but I don鈥檛 know if I just think I am because of this and it鈥檚 just my reaction to it or if I actually am. I know only I can know for definitely but from a professional鈥檚 point of view is it possible that I just think I am?",okay give little backstory year old friend three year older gender house would kiss touch way really like would also get take clothes would also bully exclude class would also tell lesbian another boy would also tell well really much effect come conclusion gay know think reaction actually know know definitely professional point view possible think,"['conclusion gay', 'lesbian boy', 'tell lesbian', 'older gender', 'gender house']",0.45746946
"From the U.S.: My daughter, who is 14, informed me that over the course of about a year, my 16 year old son has touched her while she鈥檚 sleeping. According to my daughter, this has happened about 4 times. I asked as many questions as I could think of; the information I gathered is that it was mostly her breasts, my daughter didn鈥檛 stop him, she continued to pretend to be asleep, he doesn鈥檛 know she knows; she has begged me to not say anything to him or anyone else. I am at a loss. I don鈥檛 know what to do. I now have her sleeping in my room to make sure she鈥檚 safe. She said she feels safe, but I鈥檓 unbelievably concerned. I want to help my daughter through this, but clearly my son needs help as well. I don鈥檛 know how to approach this; get them both the help they need.",daughter informed course year year old son touched sleeping according daughter happened time asked many question could think information gathered mostly breast daughter stop continued pretend asleep know know begged say anything anyone else loss know sleeping room make sure safe said feel safe unbelievably concerned want help daughter clearly son need help well know approach get help need,"['help daughter', 'touched sleeping', 'daughter informed', 'daughter happened', 'son touched']",0.34628686
"I keep thinking about a young man who made passes at me: Last summer, my family and I traveled with my son鈥檚 High School Baseball team for about 20 days total. Between family members, coaches, and players, out group was between 40 to 50 people. We ate most meals together, watched games, and even spent recreational time together.",keep thinking young man made pass last summer family traveled son baseball team day total family member coach player group people ate meal together watched game even spent recreational time together,"['man pass', 'family traveled', 'son baseball', 'pass summer', 'summer family']",0.42544374
"I was told that I sent a violently threatening email to the police last week saying I would kill a girl I know and care about. Supposedly I sent it early on a Saturday because I was told about it the following Tuesday, and this girl and I had been talking a lot in between that time and I thought things were fine, I had no idea about this. They say I said a bunch of nasty things and said I was afraid I鈥檇 kill her. I have no memory of this and still do not believe I did it, especially since I had no motive to. I wasn鈥檛 harboring secret feelings like this and am investigating who could have sent this.",told sent violently threatening email police last week saying would kill girl know care supposedly sent early saturday told following tuesday girl talking lot time thought thing fine idea say said bunch nasty thing said afraid kill memory still believe especially since motive harboring secret feeling like investigating could sent,"['threatening email', 'email police', 'violently threatening', 'threatening', 'kill girl']",0.4466283
My friend is obsessed with conspiracy theories to the point where It鈥檚 negatively effecting her life and disconnecting her from reality. She spends excessive amounts of time online reading about them. She was sexually abused as a child. Is there anything I can do as her friend to help nudge her back into reality and encourage interest in other pursuits?,friend obsessed conspiracy theory point negatively effecting life disconnecting reality spends excessive amount time online reading sexually abused child anything friend help nudge back reality encourage interest pursuit,"['conspiracy theory', 'reality encourage', 'obsessed conspiracy', 'disconnecting reality', 'friend obsessed']",0.45454928
"From the U.S. My brother鈥檚 son turns 2 in April, and they live in Denver. The boy鈥檚 mother left them for a 3 month stay in California right after he turned 1 to 鈥渨ork on herself鈥; before returning to Denver when she felt like she was ready to be a mother again. She has recently left them again, this time she has said she has little interest in returning to Denver.",brother son turn april live denver boy mother left month stay california right turned ork returning denver felt like ready mother recently left time said little interest returning denver,"['returning denver', 'denver boy', 'mother left', 'son turn', 'live denver']",0.3316427
"Please help. I am desperate to find the answers. I have been married for 8 years, together for 13yrs. We have 3 boys, 7,5,2 years old. I love my wife, but have never found the soulmate connection with her. As of last year, I met again my high school girlfriend whom I鈥檝e thought of since parting at graduation in 1988. I knew something was special with us, but being young, didn鈥檛 really know what to do about it. Since she has come back into my life, I have been seeing her every once in a while, and emailing each other every day for over the past year. Both of us know that without a doubt we are truly meant for each other and we have found our true soulmate in life. I can鈥檛 do anything without thinking of her. I sometimes cry myself to sleep because I can鈥檛 be with her full time.",please help desperate find answer married year together boy year old love wife never found soulmate connection last year met high school girlfriend thought since parting graduation knew something special young really know since come back life seeing every emailing every day past year know without doubt truly meant found true soulmate life anything without thinking sometimes cry sleep full time,"['wife soulmate', 'married year', 'love wife', 'soulmate life', 'answer married']",0.44244388
"From a teen in Brazil: This is a non-life threatening or dangerous in any way problem, but I simply don鈥檛 know how I feel about someone and it鈥檚 been bugging me a lot. Basically I met someone who I very much admire, to the point where I want to be more like that person, I always find it enjoying to talk to him and am personally proud of knowing him and being his friend, despite the fact that I鈥檓 not sure whether he considers me a friend or not. I genuinely want to get to know him more and spend more time talking to him, despite not knowing how to go about that (but that鈥檚 another issue). I also highly value his opinion and advice, and I trust him a lot for some reason. I鈥檓 also overwhelmingly sure it鈥檚 not something romantic and I struggle to even find a word to describe what I feel towards him: admiration, respect, friendship?",teen brazil non life threatening dangerous way problem simply know feel someone bugging lot basically met someone much admire point want like person always find enjoying talk personally proud knowing friend despite fact sure whether considers friend genuinely want get know spend time talking despite knowing also highly value opinion advice trust lot reason also overwhelmingly sure something romantic struggle even find word describe feel towards admiration respect friendship,"['threatening dangerous', 'life threatening', 'friendship', 'dangerous', 'advice trust']",0.6089963
"From the U.S.: I moved to a new state about 5 months ago. I now live in a very small, very rural area, 9 hours from my nearest family member. Today is my birthday and I spent most of the day on my couch alone. The rest was spent shoveling my deck. No one made any effort to spend time with me today.",moved new state month ago live small rural area hour nearest family member today birthday spent day couch alone rest spent shoveling deck one made effort spend time today,"['moved new', 'moved', 'new state', 'spent shoveling', 'spent day']",0.34419322
"I have always been a reader, and I often read in bed before sleep. As an adult, I occasionally fall asleep during this nightly ritual. But for the last 10 鈥 15 years, since I turned 50, a new twist has developed in this ritual, and I find it somewhat disturbing.",always reader often read bed sleep adult occasionally fall asleep nightly ritual last year since turned new twist developed ritual find somewhat disturbing,"['read bed', 'nightly ritual', 'asleep nightly', 'sleep adult', 'bed sleep']",0.39335412
"Hi, I am a senior in high school in a small town..I have struggled with depression, anxiety, panic, and eating disorders since I was 13 years old. And my family just doesn鈥檛 seem to understand what I am going through,they act like its just something that i can automaticly turn off my emotions and be happy but thats not the case.",senior high school small town struggled depression anxiety panic eating disorder since year old family seem understand going act like something automaticly turn emotion happy thats case,"['depression anxiety', 'anxiety panic', 'panic eating', 'struggled depression', 'anxiety']",0.5250951
"From a teen in the U.S.: I鈥檝e read some of the other posts relating to my issue and mine seems to be a bit different; I seem to talk to myself, but to a different degree. I always find myself having a conversation with at most four figures, I say 鈥渇igures鈥 because no one鈥檚 actually around me, I always hear a response and yes I can see them-visually speaking. It鈥檚 more of a flashed image or stationary statue that occasionally moves in response to the conversation (these 鈥渇igures鈥 have different voices, ideas, along with a conscience of their own but overall the conversations are very detailed)",teen read post relating issue mine seems bit different seem talk different degree always find conversation four figure say igures one actually around always hear response yes see visually speaking flashed image stationary statue occasionally move response conversation,"['conversation figure', 'talk different', 'response conversation', 'conversation', 'different talk']",0.40072632
"I just discovered unfortunately that my boyfriend has strange sex fetishes. He accidentally left his email open on my computer and I found an email from him to an escort describing the type of fantasy he wanted with her. He said that he wanted her to take him hostage and use him for her pleasure. He wanted to serve her. He said that he enjoyed strap-on play, golden shower, boot, foot and rear-end worship. I am so shocked by all of this and am trying to look for answers as to why and how someone develops fetishes like this. With me he is most gentle and loving and this is a completely different person than the one I know. Please help me to understand this. Does this mean he is gay or bi-sexual? Is he deeply disturbed?",discovered unfortunately boyfriend strange sex fetish accidentally left email open computer found email escort describing type fantasy wanted said wanted take hostage use pleasure wanted serve said enjoyed strap play golden shower boot foot rear end worship shocked trying look answer someone develops fetish like gentle loving completely different person one know please help understand doe mean gay sexual deeply disturbed,"['sex fetish', 'fetish accidentally', 'develops fetish', 'fetish like', 'fetish']",0.40053803
"From France: My Ex and I were getting on well, now suddenly she has told our children that she doesn鈥檛 want to see or speak to me. Three weeks ago my ex and I were meeting regularly at her apt to help with the children, we were friendly to each other and were getting on well, to the point that my children asked if we were getting back together, even though she has recently moved on.",getting well suddenly told child want see speak three week ago meeting regularly apt help child friendly getting well point child asked getting back together even though recently moved,"['help child', 'child want', 'told child', 'child friendly', 'child asked']",0.46462357
"This is so relatable. I鈥檓 starting 10th grade after 2 months, having my finals right now. And so far I鈥檝e gotten really less marks in EVERYTHING. 2 years ago I skipped 9 months of school due to my parents going on a long 鈥樷榲acation鈥欌. I鈥檝e been diagnosed with depression with a doctor there. But it all settled after I came back. You see, I was always a topper and an overachiever. I used to beat myself up if I got a grade less or two. I always expected full from myself. But now..It鈥檚 different. I鈥檓 just NEARLY passing all my tests,I鈥檓 disappointed in myself and so are my teachers. I constantly have a bad memory, I sleep a lot, and oh where do I start with procrastination. I鈥檓 worried if there鈥檚 something wrong with me, or I鈥檓 just a pathetic idiot; a born failure. Please advise me on how to sort my school-life together or if I鈥檓 doing something wrong.",relatable starting grade month final right far gotten really less mark everything year ago skipped month school due parent going long acation diagnosed depression settled came back see always topper overachiever used beat got grade less two always expected full different nearly passing test disappointed teacher constantly bad memory sleep lot start procrastination worried something wrong pathetic idiot born failure please advise sort school life together something wrong,"['starting grade', 'grade month', 'grade expected', 'school life', 'disappointed teacher']",0.52589226
"From a woman in Canada: I found out that I鈥檓 pregnant 2 weeks ago. I鈥檓 not ready to have a baby at this point in time, but it鈥檚 still something that鈥檚 heartbreaking and difficult to bear emotionally. My partner is VERY against having children right now. When I first told my partner that I was pregnant, his response was 鈥減lease put my mind at ease and tell me you鈥檙e not having this baby鈥. He later said that he overreacted and should have considered my feelings more. My guard went up because I felt that his support was conditional upon whether I chose to abort or not, and still do.",woman canada found pregnant week ago ready baby point time still something heartbreaking difficult bear emotionally partner child right first told partner pregnant response lease put mind ease tell baby later said overreacted considered feeling guard went felt support conditional upon whether chose abort still,"['canada pregnant', 'partner pregnant', 'pregnant response', 'pregnant', 'pregnant week']",0.39380544
"From the U.K.: I don鈥檛 know if I love my husband anymore. I feel like I鈥檓 just here for the kids. Married 11 years, 4 children. We don鈥檛 talk anymore proper just about day to day things. No kissing or hugging. Hardly any sex. Only if I have to. Don鈥檛 really want him near. Big problem is I am from another country in Europe and want to move back but he doesn鈥檛 seem to even that he always says he does. And now with the Brexit another strain on the marriage.",know love husband anymore feel like kid married year child talk anymore proper day day thing kissing hugging hardly sex really want near big problem another country europe want move back seem even always say doe brexit another strain marriage,"['strain marriage', 'brexit strain', 'husband anymore', 'brexit', 'love husband']",0.41816282
"From the U.S.: The man I鈥檝e been seeing (32) has been into rough sex for so long and told me his exs weren鈥檛 into it. I was open to it and so we had pretty rough sex often. Never dangerous. I told him I loved him one day and he got terrified and said because the sex got too rough it hurt him because it was too much for him to process so he had to numb his feelings for me to keep doing it. Later he said maybe I love you on another level, then a few hours later said I do love you, just not enough. Then kept whispering I love you the entire day which only confused me. He wanted to have sex again that night but it was so different, more emotional and loving.",man seeing rough sex long told open pretty rough sex often never dangerous told loved one day got terrified said sex got rough hurt much process numb feeling keep later said maybe love another level hour later said love enough kept whispering love entire day confused wanted sex night different emotional loving,"['rough sex', 'seeing rough', 'rough hurt', 'sex dangerous', 'sex night']",0.41387343
"I drank sometimes in high school like most teenagers, and in college, I started drinking more. I鈥檇 have a few shots sometimes on weekdays and weeknights, sometimes in class. Sometimes it was by myself, sometimes in front of my friends. On weekends I would drink more, like a pretty normal college student. Sometimes I drink because of stress but it really doesn鈥檛 feel like a consistent coping mechanism. One weekend, I had to be taken to the ER for alcohol poisoning. To me, it just seemed like I just drank too much too quickly but a counselor asked me if my drinking was related to feelings of depression.",drank sometimes high school like teenager college started drinking shot sometimes weekday weeknight sometimes class sometimes sometimes front friend weekend would drink like pretty normal college student sometimes drink stress really feel like consistent coping mechanism one weekend taken alcohol poisoning seemed like drank much quickly counselor asked drinking related feeling depression,"['drinking related', 'drinking shot', 'drink stress', 'alcohol poisoning', 'drinking']",0.39338142
"My mom thinks I鈥檓 lazy, so to make me study they do tons of things 鈥 locking me out of the family Wi-Fi, confiscating my phone (which I paid half the price for) making threats, etc. Due to the fact that all students have a smart phone, my teachers do loads of stuff over it. They give us instructions, inform us about events, remind us about stuff (which I really need because I鈥檓 a bit forgetful). We are also expected to use it to ask about our subjects and discuss our projects. I even use my phone as an alarm to wake up, to record down my homework and keep my timetable on it.",mom think lazy make study ton thing locking family confiscating phone making threat etc due fact student smart phone teacher load stuff give instruction inform event remind stuff also expected use ask subject discus project even use phone alarm wake record homework keep timetable,"['phone teacher', 'homework timetable', 'student smart', 'make study', 'teacher load']",0.43889177
"From Lebanon: It has been a long period that I鈥檝e been worried, asking constant questions to myself. First of all, I am a gay guy, at the age of 21. My life was a continuous fear of expression and exposure of my true self to the world. Ever since I knew I was gay at the age of 7 or 8, I started having irrational fears and extreme anger/irritation that dragged into all of my early adolescence. I had an extreme hate towards myself, sabotaging every artistic talent that I had, from a writing skill, a drawing skill, a beautiful voice, basically every aspect of my talent that was feminine, I hated it. I was always afraid of being judged,",long period worried asking constant question first gay guy age life continuous fear expression exposure true self world ever since knew gay age started irrational fear extreme anger irritation dragged early adolescence extreme hate towards sabotaging every artistic talent writing skill drawing skill beautiful voice basically every aspect talent feminine hated always afraid judged,"['gay age', 'afraid judged', 'irrational fear', 'continuous fear', 'hated afraid']",0.5301633
Before I got married I use to wear men鈥檚 bikini underwear (regular and string). For almost two years I have been secretly putting on and wearing woman鈥檚 panties. At first I was trying on and wearing my 18 year old step daughters panties in which she was ok with and than I decided to go out and buy some types of them for myself. eventually I was told to stop or a divorce was coming. I constantly thought about wearing them again to include men鈥檚 underwear i use to wear. I now continue to secretly wear my step daughter鈥檚 panties and buy some for myself. Is it wrong for me to wear/do and is there somewhere to go for help? I dont want my wife to know.,got married use wear men bikini underwear almost two year secretly putting wearing woman panty first trying wearing year old step daughter panty decided buy type eventually told stop divorce coming constantly thought wearing include men underwear use wear continue secretly wear step daughter panty buy wrong wear somewhere help dont want wife know,"['underwear use', 'bikini underwear', 'underwear', 'panty buy', 'daughter panty']",0.37196076
"I鈥檓 21 and recently engaged. In a few years, I may want to have children. I have two concerns: will I have to stop taking antidepressants when I am pregnant and what is the likeliness that our children will be depressed if both myself and my fianc茅 have major depressive disorder?",recently engaged year may want child two concern stop taking antidepressant pregnant likeliness child depressed fianc major depressive disorder,"['antidepressant pregnant', 'child depressed', 'antidepressant', 'taking antidepressant', 'depressive disorder']",0.35543242
"Im not reallt sure if i will get a response but i need some sort of answer and i refuse to go to a clinic. Ever since my 16 birthday ive developed strange urges. The urges range from wanting to hurt people and animals, to wanting to convince everyone that they are wrong about everything and that nothing they do is worth their time. Now i k,ow this might seem harmless but im 20 now, and slowly but surley the urges have gotten worse. I usually have 1 episode per year and im concered. Last year i actively went searching for an animal to kill and blugeoned a opposum to death with a pipe. Im not sure if i should seek help or if i should convince myself that its all in my head. Please, i need an answer.",reallt sure get response need sort answer refuse clinic ever since birthday ive developed strange urge urge range wanting hurt people animal wanting convince everyone wrong everything nothing worth time might seem harmless slowly surley urge gotten worse usually episode per year concered last year actively went searching animal kill blugeoned opposum death pipe sure seek help convince head please need answer,"['urge urge', 'urge range', 'urge', 'strange urge', 'urge gotten']",0.48514295
"I decided to see a private therapist for the first time today, and after the session I felt like it was pointless (I have met with a school psychologist before, and she was absolutely amazing, & professional, so this made me question today鈥檚 experience.)",decided see private therapist first time today session felt like pointless,"['private therapist', 'therapist time', 'therapist', 'pointless', 'session felt']",0.43212694
From a woman in the U.S.: MY husband (married this past July) has struggled in the past when we were dating with drinking issues. They have been addressed and he admits the times he was drinking too much but over the years this has caused SEVERE anxiety in me. He still (just 4 months ago) drove home drunk from a co-worker鈥檚 house. So there hasn鈥檛 been a time where he has consistently shown a change because little things like that keep happening to recylce me into this time where he was drinking excessivvely.,woman husband struggled past dating drinking issue addressed admits time drinking much year caused severe anxiety still drove home drunk worker house time consistently shown change little thing like keep happening recylce time drinking excessivvely,"['dating drinking', 'drinking issue', 'time drinking', 'husband struggled', 'drinking excessivvely']",0.3802249
When I鈥檓 at home I feel depressed and empty inside. It鈥檚 like I鈥檓 trapped inside a box filled with darkness and I have no way of getting out. I draw and write stories as a hobby but I no longer have interest in them anymore. I lack energy all the time and I have low appetite.,home feel depressed empty inside like trapped inside box filled darkness way getting draw write story hobby longer interest anymore lack energy time low appetite,"['depressed inside', 'feel depressed', 'depressed', 'lack energy', 'home feel']",0.47904223
"Several years ago I was in a psychiatric hospital for an eating disorder. In the first 3 months whenever I got brought to the dining room I鈥檇 lose control of my arm so I couldn鈥檛 move it to pick up a fork to eat my food. I had to have the staff move it for me. What鈥檚 odd is I wasn鈥檛 resisting or I鈥檇 stop the staff members moving my arm for me. And I鈥檇 try to give it commands but it wouldn鈥檛 move. Obviously this is psychological and I did have control but it wasn鈥檛 until 3 months later that I could move my arm to eat food. I really have no idea what this was, or why I did it, no ones ever explained this to me. I never knew you could discommunicate part of your body. I鈥檝e looked online for answers but there was nothing and as far as I鈥檓 aware I was the only one who ever did this. Is there a name for this behavior or is it just me who has done this?",several year ago psychiatric eating disorder first month whenever got brought dining room lose control arm move pick fork eat food staff move odd resisting stop staff member moving arm try give command move obviously psychological control month later could move arm eat food really idea one ever explained never knew could discommunicate part body looked online answer nothing far aware one ever name behavior done,"['psychiatric eating', 'eating disorder', 'disorder', 'psychiatric', 'psychological control']",0.45646802
"The inability to finish a task has got to be the one aspect of my personality I am simply failing to cope with. Through the years I have been able to learn and adapt myself so I can function in a small measure, but this bleeding away of my motivations has become unmanageable.",inability finish task got one aspect personality simply failing cope year able learn adapt function small measure bleeding away motivation become unmanageable,"['motivation unmanageable', 'motivation', 'away motivation', 'failing cope', 'finish task']",0.5467206
"From a 13 year old boy in the U.S.: So I started talking to myself when I was about 6 or 7. I鈥檝e always felt a little bit psychic. Which has nothing to do with this I think. But everytime, a week before a loved one of mine dies, without notice. I get a dream, which I wake up crying and the dream tells me I should start treating this person right, and outta nowhere. EXACTLY a week later the person dies. On from that, I have always talked to myself.",year old boy started talking always felt little bit psychic nothing think everytime week loved one mine without notice get dream wake cry dream tell start treating person right outta nowhere exactly week later person always talked,"['boy started', 'psychic', 'psychic think', 'started talking', 'talking felt']",0.54354835
" I have been married to my husband for 5 years鈥and we have 2 kids together. Recently, I discovered that he was on the computer looking up his ex girl friend鈥檚 web page. He was engaged to his ex girlfriend for 3 years and then he discovered she was cheating on him and they split up. My husband tried his best to get her back but I guess she did not want to come back and decided it was over. However they both wrote emails to each other, even while my husband and I were dating. Now she is married to some other guy. My husband had saved her web page on his favorites. I had no idea he would do something like this and it has really upset me. I can鈥檛 help it but I don鈥檛 trust him anymore. He keeps saying he didn鈥檛 contact her, but I find that hard to believe. I want to leave him. Do you think that is that the right thing to do??",married husband year kid together recently discovered computer looking girl friend web page engaged girlfriend year discovered cheating split husband tried best get back guess want come back decided however wrote email even husband dating married guy husband saved web page favorite idea would something like really upset help trust anymore keep saying contact find hard believe want leave think right thing,"['email husband', 'help trust', 'split husband', 'dating married', 'husband saved']",0.45690116
"My girlfriend has revealed she is very kinky in the bedroom. She likes to be dominated, pushed around and 鈥渇orced鈥; and has explicitly asked me to 鈥渂ully鈥 her generally as thats a turn on. She is apparently into everything regarding 50 shades of grey and enjoys being choked, slapped etc. The thing that i dont understand is why shes asking me to be a bully to her. I am a nice person, and she now asks me to say horrible things about her, especially in public places as thats a turn on. This has worried me as it doesn鈥檛 seem very mentally sound. We are only 18 so, this sort of fetish at this young age only continues my worry. I know she has a poor relationship with her father 鈥 broken marriage and she feels he doesn鈥檛 want to see her. I know those sort of things can be the cause for many sexual problems in females. What do you think? She also has a history of self harming. (From Scotland)",girlfriend revealed kinky bedroom like dominated pushed around orced explicitly asked ully generally thats turn apparently everything regarding shade grey enjoys choked slapped etc thing dont understand shes asking bully nice person asks say horrible thing especially public place thats turn worried seem mentally sound sort fetish young age continues worry know poor relationship father broken marriage feel want see know sort thing cause many sexual problem female think also history self harming,"['shes asking', 'asking bully', 'kinky bedroom', 'sexual problem', 'understand shes']",0.5217149
From Egypt: I was diagnosed with OCD by my doctor and I am sure I have OCD but I have some other symptoms that my doctor said that I have also bipolar disorder and he told me in advanced level of master studies OCD is related to bipolar disorder but I am doubtful so I will tell you these additional symptoms and tell me please if that bipolar or not,diagnosed ocd sure ocd symptom said also bipolar disorder told advanced level master study ocd related bipolar disorder doubtful tell additional symptom tell please bipolar,"['ocd symptom', 'diagnosed ocd', 'ocd related', 'study ocd', 'ocd sure']",0.2860031
"From a 13 year old girl in the U.S.: My Stepdad is crazy. He hasn鈥檛 done anything to hurt me physically, but just today he said, and I quote. 鈥淚 hope you end up weighing 300+ pounds.鈥 This made me think back on so many things, he would sometimes insult me on other matters like how 鈥淚gnorant鈥 I am. He is the one to talk, the man smokes and drinks, even though he is completely aware of the consequences, he downs sweets like I down water, and I only ever feel safe when he isn鈥檛 around.",year old girl crazy done anything hurt physically today said quote hope end weighing pound made think back many thing would sometimes insult matter like gnorant one talk man smoke drink even though completely aware consequence sweet like water ever feel safe around,"['hurt physically', 'insult matter', 'pound think', 'weighing pound', 'thing insult']",0.48844323
"When I was young, maybe 7 or 8, I was watching Blue Hawaii and there is this scene where Elvis takes this girl over his knee and spanks her because she tried to kill herself by driving into the lake鈥when I say girl, I guess I really mean young woman. Anyways, ever since I saw that scene, I was really intrigued and curious. I had never seen a man spank a full grown woman. The only thing I could relate spanking to was the abuse that I witnessed my mother perpetrate in my home. But this scene didn鈥檛 seem like what my mom did. So anyways after that every time the topic of spanking was broached, I got this feeling of anticipation鈥like just hearing or reading the word made me excited, for lack of a better word. When I was in 8th grade I started looking at things on the internet that had to do with adult spanking. This led me to the domestic discipline sights that talk about spanking in a relationship. I became engrossed to say the least. I read all the DD stories. And decided that I couldn鈥檛 be in a relationship that did not include me getting a sound spanking when I deserved one鈥 Also, another aspect that I think may be relevant is the fact that I have struggled with self injury off and on for 5 years.I was wondering if that somehow correlates with my spanking needs鈥 but the real issue I guess is鈥is this a healthy expression? Is there something wrong with my desire to be disciplined by my mate?",young maybe watching scene elvis take girl knee spank tried kill driving lake say girl guess really mean young woman anyways ever since saw scene really intrigued curious never seen man spank full grown woman thing could relate spanking abuse witnessed mother perpetrate home scene seem like mom anyways every time topic spanking broached got feeling anticipation like hearing reading word made excited lack better word grade started looking thing internet adult spanking led domestic discipline sight talk spanking relationship became engrossed say least read story decided relationship include getting sound spanking deserved one also another aspect think may relevant fact struggled self injury year wondering somehow correlate spanking need real issue guess healthy expression something wrong desire disciplined mate,"['relate spanking', 'topic spanking', 'spanking abuse', 'adult spanking', 'talk spanking']",0.5593072
My Sister got divorced about 2 years ago from a very angry man who she was married to for about 40 years. She lived in fear for a couple of years. She has since the divorced been to a few doctors about this bug thing and feels that no one believes her. She did have a mold problem in the place she moved to. I am totally confused as to how to deal with this. She has now added sleep walking to it and is doing things while sleep walking. She even let herself out of the house recently. What do I do? Any advice?,got divorced year ago angry man married year lived fear couple year since divorced bug thing feel one belief mold problem place moved totally confused deal added sleep walking thing sleep walking even let house recently advice,"['divorced bug', 'got divorced', 'sleep walking', 'mold problem', 'mold']",0.50900877
"My wife and I have been married for 2 years. It is the second marriage for both of us. She has an 11 year old son and 14 year old daughter from a previous marriage. We have shared custody of the children along with her first husband; he has primary custody during the school year. We live in a different state from her first husband. The children travel occasionally during the school year to stay with us, and spend the summers with us. I have a good relationship with both of the children. When the children are in our home, the son frequently expresses strong reactions against sleeping in his own bed. He would prefer to sleep in our bed with his mother and me or on the floor next to us.",wife married year second marriage year old son year old daughter previous marriage shared custody child along first husband primary custody school year live different state first husband child travel occasionally school year stay spend summer good relationship child child home son frequently express strong reaction sleeping bed would prefer sleep bed mother floor next,"['sleeping bed', 'husband child', 'child husband', 'sleep bed', 'relationship child']",0.30776906
"From Alaska: I am an 18 year old guy who鈥檚 been dealing with a lot of anxiety. Following a recent move, I鈥檝e begun to hear voices, sometimes in my head. Those ones tend to say very bad things about me. Sometimes outside of my head, which usually sounds like large crowds or whispers. These voices distract me all the time to the point where I have a hard time understanding what people are saying, or what I am reading. The part that bothers me the most, however, is the fact that I am unsure if I am just making these things up in my head to somehow punish myself. I cannot make them stop though, and the conflicting ideas of 鈥淚鈥檓 making this up鈥 and 鈥淚 can鈥檛 make them stop鈥 causes me a lot of trouble and confusion.",year old guy dealing lot anxiety following recent move begun hear voice sometimes head one tend say bad thing sometimes outside head usually sound like large crowd whisper voice distract time point hard time understanding people saying reading part bother however fact unsure making thing head somehow punish cannot make stop though conflicting idea making make stop cause lot trouble confusion,"['lot anxiety', 'voice distract', 'voice head', 'head punish', 'anxiety following']",0.53880215
"I鈥檓 separated from my ex of 27 yrs, but still keep in regular touch, she has asked me to remain friends. Over the years my ex feels that I鈥檝e let her down too many times and has collected all of these thoughts together and is now very resentful of me.",separated still keep regular touch asked remain friend year feel let many time collected thought together resentful,"['remain friend', 'separated', 'touch asked', 'thought resentful', 'resentful']",0.4927618
"From the U.S.: My boss gets scary and we don鈥檛 know how to deal with him. It all comes across passive aggressively, we鈥檒l be working and he complains that no one helps him clean, so we start cleaning and he complains that no one is doing their job. If we tell him we鈥檙e running a few minutes late, he punishes us by saying we can鈥檛 come to work at all that day, and then will complain the next day about how no one wants to come into work.",bos get scary know deal come across passive aggressively working complains one help clean start cleaning complains one job tell running minute late punishes saying come work day complain next day one want come work,"['working complains', 'complains job', 'aggressively working', 'cleaning complains', 'job tell']",0.5079734
